Airport code,,District,Country
PEM,Puerto Maldonado,Madre de Dios Region,PerÃº
PEN,Penang International,Pulau Pinang,Malaysia
PEP,Peppimenarti,Northern Territory,Australia
PEQ,Pecos City,Texas,United States
PER,Perth Airport,Western Australia,Australia
PES,Petrozavodsk,Republic of Karelia,Russia
PET,Federal,Antarctica,Not found
PEU,Puerto Lempira,Gracias a Dios,Honduras
PEW,Peshawar,North-West Frontier,Pakistan
PEX,Pechora,Minnesota,United States
PEY,Penong,South Australia,Australia
PEZ,Penza,Texas,United States
PFA,Paf Warren,Not found,Not found
PFB,Passo Fundo,Rio Grande do Sul,Brazil
PFC,State,Oregon,United States
PFD,Port Frederick,Not found,Not found
PFJ,Patreksfjordur,Westfjords,Iceland
PFN,Bay County,Not found,Not found
PFO,International,Paphos District,Cyprus
PFQ,Parsabad,Ardabil Province,Iran
PFR,Ilebo,Kasai-Occidental Province,Congo (Kinshasa)
PGA,Page,Arizona,United States
PGB,Pangoa,Western (Fly River),Papua New Guinea
PGC,Grant County,West Virginia,United States
PGD,Charlotte County,Florida,United States
PGE,Yegepa,Morobe,Papua New Guinea
PGF,Llabanere,Languedoc-Roussillon,France
PGG,Progresso,Not found,Not found
PGH,Pantnagar,Uttar Pradesh,India
PGI,Chitato,Lunda Norte Province,Angola
PGK,Pangkalpinang,Bangka Belitung,Indonesia
PGL,Jackson County,Mississippi,United States
PGM,Port Graham,Alaska,United States
PGN,Pangia,Meta Department,Colombia
PGO,Stevens Field,Colorado,United States
PGP,Porto Alegre,Meta Department,Colombia
PGR,Municipal,Arkansas,United States
PGS,Peach Springs,Not found,Not found
PGV,Pitt-Greenville,North Carolina,United States
PGX,Perigueux,Aquitaine,France
PHA,Phan Rang,Tuyen Quang Province,Vietnam
PHB,Santos Dumont,PiauÃ_,Brazil
PHC,Port Harcourt,Rivers,Nigeria
PHD,Harry Clever,Ohio,United States
PHE,Port Hedland,Western Australia,Australia
PHF,Newport News/Williamsb,Virginia,United States
PHG,Port Harcourt City,Kansas,United States
PHH,Phan Thiet,South Carolina,United States
PHI,Pinheiro,MaranhÃ£o,Brazil
PHJ,Port Hunter,Not found,Not found
PHK,Palm Beach Co Glades,Florida,United States
PHL,Philadelphia International,Pennsylvania,United States
PHM,Boeblingen,Not found,Not found
PHN,St Clair County Intl,Michigan,United States
PHO,Point Hope,Alaska,United States
PHP,Philip,South Dakota,United States
PHR,Pacific Harbor,Not found,Not found
PHS,Phitsanulok,Phitsanulok Province,Thailand
PHT,Henry County,Tennessee,United States
PHU,Phu Vinh,Not found,Not found
PHW,Phalaborwa,Limpopo,South Africa
PHX,Sky Harbor Intl,Arizona,United States
PHY,Phetchabun,Phetchabun Province,Thailand
PHZ,Phi Phi Island,Not found,Not found
PIA,Greater Peoria,Illinois,United States
PIB,Hattiesburg-Laurel Reg,Mississippi,United States
PIC,Pine Cay,Pine Cay ,Turks and Caicos Islands
PID,Paradise Island,New Providence,Bahamas
PIE,International,Florida,United States
PIF,Pingtung,Pingtung County,Taiwan
PIG,Pitinga,Buenos Aires Province,Argentina
PIH,Pocatello,Idaho,United States
PII,Phillips Field,Not found,Not found
PIK,Prestwick,Scotland,United Kingdom
PIL,Pilar,Ã‘eembucÃº Department,Paraguay
PIM,Garden Harris County,Georgia,United States
PIN,Parintins,Amazonas,Brazil
PIO,Pisco,Ica Region,PerÃº
PIP,Pilot Point Arpt,BoyacÃ¡ Department,Colombia
PIQ,Pipillipai,Not found,Not found
PIR,Pierre,South Dakota,United States
PIS,Biard,Poitou-Charentes,France
PIT,Pittsburgh International Airport,Pennsylvania,United States
PIU,Piura,Piura Region,PerÃº
PIV,Pirapora,Minas Gerais,Brazil
PIW,Pikwitonei,Manitoba,Canada
PIX,Pico Island,Autonomous Region of Azores,Portugal
PIZ,Dew Station,Alaska,United States
PJA,Pajala,Norrbottena lÃ_n,Sweden
PJB,Payson,Arizona,United States
PJC,Pedro Juan Caballero,Amambay Department,Paraguay
PJG,Panjgur,Balochistan,Pakistan
PJM,Puerto Jimenez,Puntarenas,Costa Rica
PJS,Port San Juan,Tolima Department,Colombia
PJZ,Puerto Juarez,Not found,Not found
PKA,SPB,Alaska,United States
PKB,Wood County,West Virginia,United States
PKC,Petropavlovsk-Kamchats,Kamchatka Krai,Russia
PKD,Park Rapids,Minnesota,United States
PKE,Parkes,New South Wales,Australia
PKF,Park Falls,Wisconsin,United States
PKG,Pangkor Airport,Perak,Malaysia
PKH,Alexion,Argolis,Greece
PKJ,Playa Grande,Quiche,Guatemala
PKK,Pakokku,Magway Division,Burma
PKL,Pakatoa Island,Not found,Not found
PKM,Port Kaituma,Not found,Not found
PKN,Pangkalanbuun,Central Kalimantan,Indonesia
PKO,Parakou,Borgou,Benin
PKP,Puka Puka,French Polynesia,Not found
PKR,Pokhara,Gandaki,Nepal
PKS,Paksane,Not found,Not found
PKT,Port Keats,Northern Territory,Australia
PKU,Simpang Tiga,Riau,Indonesia
PKV,Pskov,Pskov Oblast,Russia
PKW,Selebi-Phikwe,Central District,Botswana
PKY,Palangkaraya,Central Kalimantan,Indonesia
PKZ,Pakse,Champasak Province,Laos
PLA,Planadas,Tolima Department,Colombia
PLB,Clinton County,New York,United States
PLC,Planeta Rica,CÃ_rdoba Department,Colombia
PLD,Playa Samara,Indiana,United States
PLE,Paiela,Meta Department,Colombia
PLF,Pala,Mayo-Kebbi,Chad
PLG,La Plagne,Buenos Aires Province,Argentina
PLH,Plymouth,England,United Kingdom
PLI,Palm Island,Not found,Not found
PLJ,Placencia,Stann Creek District,Belize
PLK,M Graham Clark,Missouri,United States
PLL,Ponta Pelada,Amazonas,Brazil
PLM,Mahmud Badaruddin Ii,Sumatra Selatan,Indonesia
PLN,Emmet County,Michigan,United States
PLO,Port Lincoln,South Australia,Australia
PLP,La Palma,DariÃ©n Province,Panama
PLQ,Palanga International,KlaipÄ—da County,Lithuania
PLR,St Clair County,Alabama,United States
PLS,International,Providenciales ,Turks and Caicos Islands
PLT,Plato,Magdalena Department,Colombia
PLU,Pampulha,Minas Gerais,Brazil
PLV,Poltava,Poltava,Ukraine
PLW,Mutiara,Sulawesi Tengah,Indonesia
PLX,Semipalatinsk,Not found,Not found
PLY,Plymouth,Indiana,United States
PLZ,Port Elizabeth,Eastern Cape,South Africa
PMA,Wawi,Tanga Region,Tanzania
PMB,Intermediate,North Dakota,United States
PMC,Tepual,Los Lagos Region,Chile
PMD,Air Force 42,California,United States
PME,Portsmouth,England,United Kingdom
PMF,Giuseppe Verdi,Emilia-Romagna,Italy
PMG,International,Mato Grosso do Sul,Brazil
PMH,Regional,Ohio,United States
PMI,Palma Mallorca,Baleares,Spain
PMK,Palm Island,Queensland,Australia
PML,AFS,Alaska,United States
PMM,Phanom Sarakham,Valle del Cauca Department,Colombia
PMN,Pumani,Milne Bay,Papua New Guinea
PMO,Punta Raisi,Sicily,Italy
PMP,Pimaga,Florida,United States
PMQ,Perito Moreno,Santa Cruz Province,Argentina
PMR,Palmerston North,Manawatu-Wanganui Region,New Zealand
PMS,Palmyra,Homs Governorate,Syria
PMT,Paramakotoi,Potaro-Siparuni,Guyana
PMU,SPB,Mississippi,United States
PMV,DelCaribe Gen S Marino,Nueva Esparta,Venezuela
PMW,Palmas,Tocatins,Brazil
PMX,Metropolitan,Massachusetts,United States
PMY,El Tehuelche,Chubut Province,Argentina
PMZ,Palmar Sur,Puntarenas,Costa Rica
PNA,Pamplona,Navarra,Spain
PNB,Porto Nacional,Tocatins,Brazil
PNC,Ponca City,Oklahoma,United States
PND,Punta Gorda,Toledo District,Belize
PNE,North Philadelphia,Pennsylvania,United States
PNG,Municipal,ParanÃ¡,Brazil
PNH,Phnom Penh International,Kandaal,Cambodia
PNI,Pohnpei,Pohnpei State,Micronesia
PNJ,Peng Lai/Sha He Kou,Not found,Not found
PNK,Supadio,Kalimantan Barat,Indonesia
PNL,Pantelleria,Sicily,Italy
PNN,Princeton,Maine,United States
PNO,Pinotepa Nacional,Oaxaca,Mexico
PNP,Girua,Northern (Oro),Papua New Guinea
PNQ,Lohegaon,Maharashtra,India
PNR,Pointe Noire,Kouilou Department,Congo (Brazzaville)
PNS,Regional,Florida,United States
PNT,Teniente J. Gallardo,Magallanes Region,Chile
PNU,Panguitch,Utah,United States
PNV,Panevezys,PanevÄ—Å_ys County,Lithuania
PNX,Grayson County,Texas,United States
PNY,Pondicherry,Tamil Nadu,India
PNZ,Internacional,Pernambuco,Brazil
POA,Salgado Filho,Rio Grande do Sul,Brazil
POB,Pope AFB,North Carolina,United States
POC,Brackett Field,California,United States
POD,Podor,Saint-Louis Region,Senegal
POE,Polk AAF,Louisiana,United States
POF,Earl Fields Memorial,Missouri,United States
POG,Port Gentil,OgoouÃ©-Maritime Province,Gabon
POH,Municipal,Iowa,United States
POI,Potosi,PotosÃ_ Department,Bolivia
POJ,Patos De Minas,Minas Gerais,Brazil
POL,Pemba,Cabo Delgado Province,Mozambique
POM,Jackson Fld,National Capital District (Port Moresby),Papua New Guinea
PON,Poptun,Peten,Guatemala
POO,Pocos De Caldas,Minas Gerais,Brazil
POP,La Union,Puerto Plata Province,Dominican Republic
POQ,Polk Inlet,Not found,Not found
POR,Pori,Western Finland,Finland
POS,Trinidad,Misiones Province,Argentina
POT,Ken Jones,Portland,Jamaica
POU,Dutchess County,New York,United States
POV,Zamo__,Ohio,United States
POW,Portoroz,Piran,Slovenia
POX,Paris Cergy Pontoise,Ã_le-de-France,France
POY,Powell,Wyoming,United States
POZ,Lawica,Greater Poland,Poland
PPA,Perry Lefors Field,Texas,United States
PPB,A. De Barros,SÃ£o Paulo,Brazil
PPC,Prospect Creek,Baja California Sur,Mexico
PPD,Palmas Del Mar,Puerto Rico,Not found
PPE,Puerto Penasco,Sonora,Mexico
PPF,Tri-City,Kansas,United States
PPG,International,American Samoa,Not found
PPH,Peraitepuy,BolÃ_var,Venezuela
PPI,Port Pirie,South Australia,Australia
PPJ,Pulau Panjang,Riau,Indonesia
PPK,Petropavlovsk,North Kazakhstan Region,Kazakhstan
PPL,Phaplu,Sagarmatha,Nepal
PPM,Pompano Beach,Florida,United States
PPN,Machangara,Cauca Department,Colombia
PPO,Powell Point,Indiana,United States
PPP,Whitsunday Coast,Queensland,Australia
PPQ,Paraparaumu,Wellington Region,New Zealand
PPR,Pasir Pangarayan,Riau,Indonesia
PPS,Puerto Princesa,Palawan Province,Philippines
PPT,Faaa,French Polynesia,Not found
PPU,Papun,Kayin State,Burma
PPV,Port Protection,Alaska,United States
PPW,Papa Westray,Scotland,United Kingdom
PPX,Param,Milne Bay,Papua New Guinea
PPY,Pouso Alegre,Minas Gerais,Brazil
PPZ,Puerto Paez,Apure,Venezuela
PQC,Duong Dang,Kien Giang Province,Vietnam
PQI,Municipal,Maine,United States
PQM,Palenque,Chiapas,Mexico
PQQ,Port Macquarie,New South Wales,Australia
PQS,Pilot Station,Alaska,United States
PQT,Heliport,Not found,Not found
PRA,Parana,Entre RÃ_os Province,Argentina
PRB,Paso Robles,California,United States
PRC,Prescott,Arizona,United States
PRD,Pardoo,Western Australia,Australia
PRE,Pore,Vichada Department,Colombia
PRF,Port Johnson,Not found,Not found
PRG,Ruzyne,Prague (capital city),Czechia
PRH,Phrae,Phrae Province,Thailand
PRI,Praslin Island,Grand' Anse (Praslin),Seychelles
PRJ,Capri,Not found,Not found
PRK,Prieska,Northern Cape,South Africa
PRL,Port Oceanic,Meta Department,Colombia
PRM,Portimao,Faro District,Portugal
PRN,Prishtina International Airport,Pristina District,Kosovo
PRO,Municipal,Iowa,United States
PRP,Propriano,Corsica,France
PRQ,Pres. Roque Saenz Pena,Chaco Province,Argentina
PRR,Paruima,Vichada Department,Colombia
PRS,Parasi,Malaita,Solomon Islands
PRT,Coast Guard Heliport,Not found,Not found
PRU,Prome,Bago Division,Burma
PRV,Prerov,Olomouc Region,Czechia
PRW,Prentice,Wisconsin,United States
PRX,Cox Field,Texas,United States
PRY,Wonderboom Apt.,Gauteng,South Africa
PRZ,Prineville,New Mexico,United States
PSA,Galileo Galilei,Tuscany,Italy
PSB,Bellefonte,Pennsylvania,United States
PSC,Tri-Cities,Washington,United States
PSD,Port Said,Sharqia Governorate,Egypt
PSE,Mercedita,Puerto Rico,Not found
PSF,Pittsfield,Massachusetts,United States
PSG,Municipal,Alaska,United States
PSH,St Peter,Schleswig-Holstein,Germany
PSI,Pasni,Balochistan,Pakistan
PSJ,Poso,Sulawesi Tengah,Indonesia
PSK,New River Valley,Virginia,United States
PSL,Perth,Scotland,United Kingdom
PSN,Palestine,Texas,United States
PSO,Cano,NariÃ±o Department,Colombia
PSP,Municipal,California,United States
PSQ,SPB,Pennsylvania,United States
PSR,Liberi,Abruzzi,Italy
PSS,Posadas,Misiones Province,Argentina
PST,Preston,Santa Fe Province,Argentina
PSU,Putussibau,Kalimantan Barat,Indonesia
PSV,Papa Stour,Scotland,United Kingdom
PSW,Passos,Minas Gerais,Brazil
PSX,Palacios,Texas,United States
PSY,Port Stanley,Falkland Islands,Not found
PSZ,Puerto Suarez,Santa Cruz Department,Bolivia
PTA,Port Alsworth,Buenos Aires Province,Argentina
PTB,Municipal,Virginia,United States
PTC,Port Alice,Alaska,United States
PTD,Port Alexander,Alaska,United States
PTE,Port Stephens,Meta Department,Colombia
PTF,Malololailai,Western,Fiji
PTG,Polokwane,Limpopo,South Africa
PTH,Port Heiden,Alaska,United States
PTI,Port Douglas,Not found,Not found
PTJ,Portland,Victoria,Australia
PTK,Pontiac,Michigan,United States
PTL,Port Armstrong,Buenos Aires Province,Argentina
PTM,Palmarito,Santa Cruz Province,Argentina
PTN,Williams Memorial,Louisiana,United States
PTO,Municipal,ParanÃ¡,Brazil
PTP,Le Raizet,Guadeloupe,Not found
PTQ,Porto de Moz,ParÃ¡,Brazil
PTR,Pleasant Harbour,Not found,Not found
PTS,Municipal,Kansas,United States
PTT,Pratt,Kansas,United States
PTU,Platinum,Alaska,United States
PTV,Porterville,California,United States
PTW,Pottstown/Limerick,Pennsylvania,United States
PTX,Pitalito,Huila Department,Colombia
PTY,Tocumen International,PanamÃ¡ Province,Panama
PTZ,Pastaza,Pastaza Province,Ecuador
PUA,Puas,Buenos Aires Province,Argentina
PUB,Memorial,Colorado,United States
PUC,Carbon County,Utah,United States
PUD,Puerto Deseado,Santa Cruz Province,Argentina
PUE,Puerto Obaldia,La Pampa Province,Argentina
PUF,Uzein,Aquitaine,France
PUG,Port Augusta,South Australia,Australia
PUH,Pochutla,Not found,Not found
PUI,Pureni,Madang,Papua New Guinea
PUJ,Punta Cana,La Altagracia Province,Dominican Republic
PUK,Pukarua,French Polynesia,Not found
PUL,Poulsbo,Washington,United States
PUM,Pomala,Sulawesi Tenggara,Indonesia
PUN,Punia,Maniema Province,Congo (Kinshasa)
PUO,Prudhoe Bay,Not found,Not found
PUP,Po,Nahouri,Burkina Faso
PUQ,Pres Ibanez,Magallanes Region,Chile
PUR,Puerto Rico,Pando Department,Bolivia
PUS,Gimhae,Busan Gwang'yeogsi,South Korea
PUT,Puttaprathe,Andhra Pradesh,India
PUU,Puerto Asis,Putumayo Department,Colombia
PUV,Poum,New Caledonia,Not found
PUW,Pullman-Moscow Regional Airport,Washington,United States
PUX,Puerto Varas,Los Lagos Region,Chile
PUY,Pula,Istria County,Croatia
PUZ,Puerto Cabezas,Atlantico Norte,Nicaragua
PVA,Providencia,"San AndrÃ©s, Providencia y Santa Catalina Department",Colombia
PVC,Provincetown,Massachusetts,United States
PVD,T. F. Green Airport,Rhode Island,United States
PVE,El Porvenir,Tennessee,United States
PVF,Placerville,California,United States
PVG,Pu Dong,Virginia,United States
PVH,Belmonte,RondÃ´nia,Brazil
PVI,Paranavai,ParanÃ¡,Brazil
PVK,Aktion,Preveza,Greece
PVN,Pleven,Not found,Not found
PVO,Portoviejo,Manabi Province,Ecuador
PVR,Ordaz,Jalisco,Mexico
PVS,Provideniya,Chukotka Autonomous Okrug,Russia
PVU,Provo,Utah,United States
PVW,Hale County,Texas,United States
PVX,Provedenia,Not found,Not found
PVY,Pope Vanoy,Not found,Not found
PVZ,Casement,Ohio,United States
PWA,Wiley Post,Oklahoma,United States
PWD,Sherwood,Montana,United States
PWE,Pevek,Chukotka Autonomous Okrug,Russia
PWI,Beles,Benshangul-Gumaz,Ethiopia
PWK,Pal-Waukee,Illinois,United States
PWL,Purwokerto,Jawa Tengah,Indonesia
PWM,Intl Jetport,Maine,United States
PWN,Pitts Town,Acklins and Crooked Islands,Bahamas
PWO,Pweto,Katanga Province,Congo (Kinshasa)
PWQ,Pavlodar,Pavlodar Region,Kazakhstan
PWR,Port Walter,Alaska,United States
PWT,Bremerton,Washington,United States
PXL,Polacca,Arizona,United States
PXM,Puerto Escondido,Oaxaca,Mexico
PXO,Porto Santo,Autonomous Region of Madeira,Portugal
PXR,Surin,Surin Province,Thailand
PXS,Puerto De Santa Maria,Not found,Not found
PXU,Pleiku,Gia Lai Province,Vietnam
PYA,Puerto Boyaca,BoyacÃ¡ Department,Colombia
PYB,Jeypore,Odisha,India
PYC,Playon Chico,Kuna Yala Indigenous Region,Panama
PYE,Penrhyn Island,Cook Islands,Not found
PYH,Puerto Ayacucho,Amazonas,Venezuela
PYJ,Polyarnyj,Sakha (Yakutia) Republic,Russia
PYL,Perry SPB,Alaska,United States
PYM,Plymouth,Massachusetts,United States
PYN,Payan,Missouri,United States
PYO,Putumayo,Sucumbios Province,Ecuador
PYR,Andravida,Ilia,Greece
PYV,Yaviza,DariÃ©n Province,Panama
PYX,Pattaya,Texas,United States
PZA,Casanare,Casanare Department,Colombia
PZB,Pietermaritzburg Oribi,Kwazulu-Natal,South Africa
PZE,Penzance,England,United Kingdom
PZH,Zhob,Balochistan,Pakistan
PZI,Pan Zhi Hua Bao AnYing,Casanare Department,Colombia
PZK,Puka Puka Is/Attol,Cook Islands,Not found
PZL,Zulu Inyala,Kwazulu-Natal,South Africa
PZO,Puerto Ordaz,BolÃ_var,Venezuela
PZU,Port Sudan,Red Sea State,Sudan
PZY,Piestany,Trnava,Slovakia
QAW,Ft Mcclellan Bus Trml,Not found,Not found
QBC,Bella Coola,British Columbia,Canada
QBF,Vail Van Service,Tombali Region,Guinea-Bissau
QCE,Van Service,Not found,Not found
QCU,Heliport,Greenland,Not found
QDM,Shek Mum,Not found,Not found
QDU,Station,Not found,Not found
QFI,Heliport,Greenland,Not found
QFK,Harbour,Not found,Not found
QFP,Fictitious Point/LH,Tombali Region,Guinea-Bissau
QFQ,Harbour,Not found,Not found
QGQ,Heliport,Greenland,Not found
QGV,Neu Isenburg,Tombali Region,Guinea-Bissau
QHU,Husum,Schleswig-Holstein,Germany
QJE,Heliport,Greenland,Not found
QJI,Heliport,Greenland,Not found
QJV,Limousine Service,Tombali Region,Guinea-Bissau
QKB,Van Service,Tombali Region,Guinea-Bissau
QKS,Van Service,Not found,Not found
QLX,Lauterach,Saskatchewan,Canada
QMK,Heliport,Greenland,Not found
QMM,Marina Di Massa,Not found,Not found
QMQ,Murzuq,Not found,Not found
QMV,Montvale,Not found,Not found
QNY,Marine Air Terminal,New York,United States
QOF,Darnitsa Bus Station,Not found,Not found
QOH,Hotel Rus Bus Station,Not found,Not found
QPG,Paya Lebar,South East,Singapore
QPW,Heliport,Greenland,Not found
QQS,London St. Pancras,Not found,Not found
QQW,London-Waterloo,Not found,Not found
QRA,Randgermiston,Gauteng,South Africa
QRH,Central Station,Not found,Not found
QRO,Queretaro,Queretaro,Mexico
QRW,Warri,Delta,Nigeria
QRY,Heliport,Greenland,Not found
QSF,Setif,SÃ©tif Province,Algeria
QSG,Sonderborg,Not found,Not found
QSP,Network Service Code,Tombali Region,Guinea-Bissau
QUB,Ubari,Wadi Al Shatii District,Libya
QUF,Pirita Harbour,Tombali Region,Guinea-Bissau
QUP,Heliport,Greenland,Not found
QVL,Victoria Island,Not found,Not found
QVY,Bus Station,Tombali Region,Guinea-Bissau
QWC,Berlin Zoo,Not found,Not found
QWF,Fort Collins Bus Servi,Tombali Region,Guinea-Bissau
QWG,Wilgrove Air Park,North Carolina,United States
QWP,Van Service,Tombali Region,Guinea-Bissau
QXL,ScotRail Network,Not found,Not found
QXM,ScotRail Pass,Not found,Not found
QYW,Vieux Port,Not found,Not found
RAA,Rakanda,East New Britain,Papua New Guinea
RAB,Tokua,East New Britain,Papua New Guinea
RAC,Horlick,Wisconsin,United States
RAD,Road Town,Not found,Not found
RAE,Arar,The Northern Border Region,Saudi Arabia
RAG,Raglan,Waikato Region,New Zealand
RAH,Rafha,The Northern Border Region,Saudi Arabia
RAI,Francisco Mendes,Sotavento Islands,Cape Verde
RAJ,Civil,Gujarat,India
RAK,Menara,Marrakech Province,Morocco
RAL,Riverside Municipal,California,United States
RAM,Ramingining,Northern Territory,Australia
RAN,La Spreta,Emilia-Romagna,Italy
RAO,Leite Lopes,SÃ£o Paulo,Brazil
RAP,Regional,South Dakota,United States
RAQ,Sugimanuru,Sulawesi Tenggara,Indonesia
RAR,Rarotonga,Cook Islands,Not found
RAS,Rasht,Gilan Province,Iran
RAT,Raduzhnyi,Khanty-Mansi Autonomous Okrug,Russia
RAU,Rangpur,Buenos Aires Province,Argentina
RAV,Cravo Norte,Arauca Department,Colombia
RAW,Arawa,Missouri,United States
RAX,Oram,Central,Papua New Guinea
RAY,Heliport,Not found,Not found
RAZ,Rawala Kot,Azad Kashmir,Pakistan
RBA,Sale,Rabat-SalÃ© Province,Morocco
RBB,Borba,Amazonas,Brazil
RBC,Robinvale,Victoria,Australia
RBD,Redbird,Texas,United States
RBE,Ratanakiri,Nebraska,United States
RBF,Big Bear City Arpt,California,United States
RBG,Municipal,Oregon,United States
RBH,Brooks Lodge,Not found,Not found
RBI,Rabi,Northern,Fiji
RBJ,Rebun,HokkaidÅç Prefecture,Japan
RBK,French Valley,California,United States
RBL,Red Bluff Fss,California,United States
RBM,Wallmuhle,Bavaria,Germany
RBN,Fort Jefferson,Not found,Not found
RBO,Robore,Texas,United States
RBP,Rabaraba,Milne Bay,Papua New Guinea
RBQ,Rurrenabaque,El Beni Department,Bolivia
